doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Семечки 40г.,"Чипсы, орехи, сухарики",3,154.16,8.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Сыр Российский 50% 150г.,Сыры,5,151.14,12.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Майонез 780г.,"Бакалея, соусы",3,871.22,82.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Яйцо С2,Яйцо,3,522.3,42.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Чай (Панама) 200г.,"Чай, кофе, какао",2,468.19,2.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Креветки 500г.,"Рыба, морепродукты",3,161.98,1.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Батон мультизерн. 400г.,"Хлеб, выпечка",2,689.63,32.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Говядина 1кг.,"Птица, мясо",5,210.86,2.0,5,1
WW4258TD46232U1Z6S6G497DQ,2025-05-14 09:15:06,Пиво 4% ЗАО «Прохоров-Коновалов»,Алкогольные напитки,4,47.94,2.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Клубника (Кирибати),Фрукты,5,913.79,58.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,"Кола НПО «Карпова, Кабанов и Молчанова»",Безалкогольные напитки,2,705.55,30.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Свинина 500г.,"Птица, мясо",1,689.99,10.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Кофе (Дания) 200г.,"Чай, кофе, какао",5,69.45,4.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Водка 40% Тойота Мотор (Toyota),Алкогольные напитки,3,958.26,14.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Киви (Судан),Фрукты,3,982.01,90.0,5,1
BG9751VA66965F2V7Y2Y363PR,2025-05-14 09:22:23,Свинина 500г.,"Птица, мясо",3,386.56,14.0,5,1
LG2394WO76685J6Y7O9V485TW,2025-05-14 09:38:19,Клубника (Никарагуа),Фрукты,5,982.43,26.0,5,1
LG2394WO76685J6Y7O9V485TW,2025-05-14 09:38:19,Фасоль белая 400г.,Консервы,3,59.97,0.0,5,1
LG2394WO76685J6Y7O9V485TW,2025-05-14 09:38:19,Кола РАО «Стрелкова Зайцева»,Безалкогольные напитки,2,469.34,42.0,5,1
AA3841MP57260C7W5W0X840ZP,2025-05-14 09:42:14,Крабовое мясо 1кг.,"Рыба, морепродукты",1,412.5,39.0,5,1
