doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Копчен. сосиски 250г.,"Колбасы, сосиски",4,88.42,5.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Лосось 1кг.,"Рыба, морепродукты",2,226.51,1.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Чипсы 65г.,"Чипсы, орехи, сухарики",5,918.12,30.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Фругурт 1%  120г.,Кисломолочные продукты,1,118.39,9.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Курица 1кг.,"Птица, мясо",5,210.06,8.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Горошек 350г.,Консервы,2,756.42,67.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Копчен. сосиски 250г.,"Колбасы, сосиски",4,24.57,1.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Курица 500г.,"Птица, мясо",4,471.32,47.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Пиво безалкогольное ЗАО «Потапова-Овчинникова»,Безалкогольные напитки,3,47.53,2.0,8,2
CY3745MI62563Q4Y5R9G433OE,2025-05-14 09:09:28,Семечки 40г.,"Чипсы, орехи, сухарики",4,445.9,19.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Кофе (Сент-Винсент и Гренадины) 150г.,"Чай, кофе, какао",2,165.08,13.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Кефир 1%  400г.,Кисломолочные продукты,1,774.94,21.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Фасоль белая 350г.,Консервы,1,427.68,13.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Какао (Бутан) 150г.,"Чай, кофе, какао",5,889.8,49.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Свежий баклажан 650г.,Овощи,3,132.3,12.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Говядина 1кг.,"Птица, мясо",2,457.88,6.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Копчен. сосиски 400г.,"Колбасы, сосиски",5,913.36,44.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Пиво безалкогольное РАО «Кулагин-Шестаков»,Безалкогольные напитки,5,936.63,9.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Киви (Палау),Фрукты,1,61.9,3.0,8,2
AP7404UE15571I7L9X1J045QF,2025-05-14 09:16:09,Кукуруза 350г.,Консервы,1,704.94,7.0,8,2
PX2127QG60152Y6C9N7A990FD,2025-05-14 09:17:13,Сырокопч. колбаса 300г.,"Колбасы, сосиски",1,655.11,58.0,8,2
PX2127QG60152Y6C9N7A990FD,2025-05-14 09:17:13,Сухарики 40г.,"Чипсы, орехи, сухарики",4,35.49,3.0,8,2
TO4448RL42165M1L4Z5T274SV,2025-05-14 09:19:59,Молоко пастеризованное 3.5% 400г.,Молочные продукты,1,16.53,1.0,8,2
TO4448RL42165M1L4Z5T274SV,2025-05-14 09:19:59,Буханка пшен. 150г.,"Хлеб, выпечка",2,879.6,72.0,8,2
TO4448RL42165M1L4Z5T274SV,2025-05-14 09:19:59,Кофе (Колумбия) 400г.,"Чай, кофе, какао",1,784.64,40.0,8,2
TO4448RL42165M1L4Z5T274SV,2025-05-14 09:19:59,Соус 400г.,"Бакалея, соусы",5,915.43,87.0,8,2
