doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
NR2136RY08723C0Y7Q9E304QO,2025-05-14 09:04:59,Батон ржан. 250г.,"Хлеб, выпечка",1,777.33,28.0,9,1
NR2136RY08723C0Y7Q9E304QO,2025-05-14 09:04:59,Свинина 1кг.,"Птица, мясо",5,823.88,68.0,9,1
NR2136RY08723C0Y7Q9E304QO,2025-05-14 09:04:59,Виноград (Камерун),Фрукты,1,414.16,20.0,9,1
NR2136RY08723C0Y7Q9E304QO,2025-05-14 09:04:59,Киви (Сент-Винсент и Гренадины),Фрукты,3,544.38,36.0,9,1
NR2136RY08723C0Y7Q9E304QO,2025-05-14 09:04:59,Питьевая вода Удмуртнефть,Безалкогольные напитки,1,932.2,6.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Кефир 1%  110г.,Кисломолочные продукты,1,863.22,40.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Кефир 2.5%  400г.,Кисломолочные продукты,5,398.35,16.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Кофе (Либерия) 400г.,"Чай, кофе, какао",3,734.75,10.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Крабовое мясо 500г.,"Рыба, морепродукты",1,743.68,65.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Пиво 4% ИП «Маркова-Лукин»,Алкогольные напитки,1,609.56,10.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Соус 780г.,"Бакалея, соусы",2,460.47,21.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Батон мультизерн. 150г.,"Хлеб, выпечка",4,432.19,27.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Клубника (Украина),Фрукты,3,475.02,2.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Буханка кукурузн. 150г.,"Хлеб, выпечка",5,646.07,19.0,9,1
OM1280JR25602A7M7J7T875WY,2025-05-14 09:05:09,Снеки 40г.,"Чипсы, орехи, сухарики",1,266.75,18.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Сырокопч. сосиски 250г.,"Колбасы, сосиски",5,315.0,30.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Апельсин (Бенин),Фрукты,4,453.78,29.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Свинина 1кг.,"Птица, мясо",1,191.83,4.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Лосось 1кг.,"Рыба, морепродукты",2,501.48,8.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,"Лимонад ОАО «Кулагин, Горбачев и Филиппов»",Безалкогольные напитки,1,438.77,22.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Курица 1кг.,"Птица, мясо",5,124.8,11.0,9,1
PT5920BW78929S6R5L2S794XI,2025-05-14 09:19:45,Сырокопч. сосиски 400г.,"Колбасы, сосиски",4,247.09,18.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Какао (Швейцария) 200г.,"Чай, кофе, какао",1,661.29,54.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Сухарики 65г.,"Чипсы, орехи, сухарики",4,90.47,1.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Курица 500г.,"Птица, мясо",4,132.38,4.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Пиво 4.2% ГК Транстехсервис,Алкогольные напитки,1,915.29,32.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Молоко ультрапастеризованное 2.5% 450г.,Молочные продукты,3,340.34,23.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Мандарин (Кувейт),Фрукты,4,858.62,41.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Молоко ультрапастеризованное 3.5% 400г.,Молочные продукты,4,334.67,14.0,9,1
IO6504SB54463Q5M4Z5A087EF,2025-05-14 09:36:12,Копчен. сосиски 400г.,"Колбасы, сосиски",4,50.82,4.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Говядина 1кг.,"Птица, мясо",1,511.09,2.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Батон ржан. 150г.,"Хлеб, выпечка",3,409.19,37.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Яйцо С1,Яйцо,3,414.95,40.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Молоко цельное 1% 450г.,Молочные продукты,4,868.08,9.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Говядина 500г.,"Птица, мясо",2,781.02,47.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Кофе (Камбоджа) 200г.,"Чай, кофе, какао",2,692.97,53.0,9,1
IU7477RT41203Q8P0I7Y401XB,2025-05-14 09:41:50,Фасоль красная 400г.,Консервы,1,771.54,52.0,9,1
OJ5662IK61345M3F9X1O477AK,2025-05-14 09:45:38,Апельсин (Мальдивы),Фрукты,3,747.29,11.0,9,1
